,x1,x2,y1,y2,object_type_Car,static_dynamic_dynamic,static_dynamic_static,lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode,Break,frame
175,180.25,223.01,162.33,244.16,1.0,0.0,1.0,48.942632651946,8.4104890535161,137.1079864502,0.040101,0.001508,-0.4632756732051,-2.4468955285874,4.7288445477839,5.3238629928455,0.075849025375776,0.06809495707704,-1.6225041821706,0.29031095732609,9.7717749763237,-1.6014666501751,-0.099261404579146,9.7791614856526,0.0041710608760445,-0.011367866082213,-0.00011741344014113,0.0041694317716516,-0.011354190792313,-0.0005772068154211,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,False,175
176,180.41,224.07,153.27,237.48,1.0,0.0,1.0,48.94263028398,8.4104959687781,137.10891723633,0.041316,-7.2e-05,-0.4629146732051,-2.3837242624027,4.5855730175389,5.1674508394185,0.084081810116452,0.069113892376975,-1.1997869869937,0.38311123991999,9.7882526510516,-1.1927277865677,-0.015896095311193,9.7968355462064,0.010135617620289,-0.013899949076855,0.0044712024377271,0.010136385608962,-0.014071861538478,0.0038956189452612,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,False,176
177,180.57,225.17,143.84,230.56,1.0,0.0,1.0,48.942628170775,8.4105021406919,137.11265563965,0.041849,-0.001856,-0.4623066732051,-2.337721527787,4.5028584584927,5.072860218071,0.082279498030603,0.069241182626161,-0.72817112345072,0.49388245949825,9.7943343709865,-0.73661837386287,0.086470049570923,9.8060743396825,0.0050408196420944,-0.01739862719312,0.006931585160898,0.0050340671373633,-0.017672428941155,0.0062032198371963,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,False,177
178,180.74,226.32,134.0,223.37,1.0,0.0,1.0,48.942626087552,8.4105082586819,137.11618041992,0.041339,-0.003521,-0.4616876732051,-2.3024388693565,4.4549463030991,5.0141950646067,0.075060915627076,0.070478577210853,-0.47747845297252,0.49815530728593,9.8501000486875,-0.50310364617715,0.089001620348891,9.8611957309458,-0.002917421388688,-0.016221289101074,0.007397090090032,-0.0029355574148695,-0.016514337853909,0.006706059321078,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,False,178
179,180.92,227.52,123.73,215.9,1.0,0.0,1.0,48.942623827156,8.4105149114074,137.12292480469,0.040947,-0.003974,-0.4609746732051,-2.2756149436316,4.4117959043634,4.963561818627,0.073661210413073,0.080688777777182,-0.41428687764984,0.44163903386603,9.8810612997046,-0.45136701026784,0.034362535100325,9.8892908541895,-0.0042691187892899,-0.0037687406137928,0.0073451020055442,-0.0042962852858227,-0.0040678476504098,0.0071654367352663,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,179
180,181.11,228.77,112.99,208.13,1.0,0.0,1.0,48.942621805428,8.4105209233797,137.12794494629,0.040862,-0.003337,-0.4601056732051,-2.253086128551,4.3678232717226,4.9140959496435,0.077037303556012,0.08844321546358,-0.50065374176592,0.39654529459325,9.8602987562687,-0.53622010397319,-0.006823693245565,9.8664217887519,-0.00018665057581959,0.0049410924212617,0.0086451023878738,-0.00021858766333234,0.0045837302568315,0.0088374529246568,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,180
181,181.3,230.09,101.77,200.05,1.0,0.0,1.0,48.942619808531,8.4105268533291,137.13307189941,0.041072,-0.002663,-0.4593716732051,-2.2261568855105,4.3170605037751,4.8565934629776,0.07926368738017,0.093216033340129,-0.57418311812021,0.42820506642811,9.7993080008345,-0.60380080841882,0.026403907049634,9.8068667303595,0.0018567689946843,0.0064910807657214,0.0076754598188157,0.001832539702137,0.0061712633883117,0.0079399116278204,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,181
182,181.5,231.46,90.02,191.64,1.0,0.0,1.0,48.942617623378,8.4105332277988,137.14489746094,0.040385,-0.001775,-0.4585706732051,-2.1842304692702,4.2515915629124,4.7792611576917,0.074617917854834,0.09384868243691,-0.80646392920806,0.49249938750883,9.8310076491637,-0.82820535119402,0.09260674969185,9.8411549733599,-0.0048156983839092,0.0079752404146356,0.006067213988377,-0.0048301686599517,0.0077219225814261,0.0063764314738152,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,182
183,181.71,232.9,77.7,182.87,1.0,0.0,1.0,48.942615690185,8.4105388957087,137.15524291992,0.040036,-0.000789,-0.4580786732051,-2.1358762944439,4.1627017724905,4.6781049683252,0.073413976162352,0.092552374628494,-1.1224153051575,0.40156908161744,9.7339510543112,-1.1353665987606,0.0094367191430151,9.7408298527738,-0.0041694745839598,0.0097241283395701,0.0042594048322923,-0.004176184262934,0.0095445628747971,0.0046417072163928,0.16077624202599,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,183
184,181.92,234.41,64.77,173.73,1.0,0.0,1.0,48.942613805415,8.4105444159855,137.16496276855,0.039678,3.7e-05,-0.4575566732051,-2.0822368791556,4.0534316151903,4.556339200081,0.076072288593912,0.086956134870183,-1.2793365936015,0.38847926622537,9.7162891129956,-1.2840077058361,0.0005565919377018,9.7235004659546,-0.0041064001483063,0.0093304331036362,0.0043119679971287,-0.0041087018355374,0.0091509700954091,0.0046787983811784,0.1544668249172,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,184
185,182.15,236.0,51.2,164.19,1.0,0.0,1.0,48.942611839846,8.4105504115086,137.17546081543,0.039029,0.000571,-0.4574926732051,-2.0137639174236,3.9244023485542,4.4103109302222,0.07305210973938,0.080157776217407,-1.3887653532503,0.41128921856106,9.7544410320708,-1.3857228795167,0.027048158095119,9.7635359188038,-0.0057470469499157,0.0044056963005766,0.001620169026522,-0.0057470396827987,0.0043379613750135,0.0017954718107225,0.1544668249172,0.01838477631085,4.0,8.0,5.0,5.0,6.0,True,185
186,181.86,237.03,38.1,155.2,1.0,0.0,1.0,48.942610108743,8.4105556460155,137.1808013916,0.038451,0.00096,-0.4573516732051,-1.9506642172743,3.7965536234257,4.2677302783278,0.073399501852968,0.080597450566372,-1.4972056481225,0.33443734588353,9.8180899838514,-1.4892858417598,-0.046086001997479,9.824919141656,-0.0048949041306638,0.0026903356761696,0.0021422084234795,-0.0048930856881351,0.0026052777071076,0.0022493468886575,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,True,186
187,181.55,238.12,24.32,145.81,1.0,0.0,1.0,48.942608314455,8.4105612025395,137.18446350098,0.038654,0.001399,-0.4573686732051,-1.8797119956978,3.6446858668887,4.1001357839384,0.077057371089672,0.080986807877575,-1.6085700707089,0.33681998636857,9.7717510122132,-1.5970182156916,-0.040739316705008,9.7793868270944,0.0011820190320186,0.0038581556616461,0.0019349372397955,0.0011844107989647,0.0037805504315892,0.0020807264858807,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,True,187
188,181.23,239.27,9.8,135.99,1.0,0.0,1.0,48.94260675634,8.4105660669031,137.18597412109,0.038805,0.001793,-0.4576786732051,-1.8041718143371,3.5045072556401,3.9410196574682,0.070482371659476,0.079901182317101,-1.6631582294058,0.44341005112614,9.7935147544277,-1.6479436717501,0.063446713217253,9.8059335636181,0.0011796188779165,0.0041777910367469,-0.00033555532448741,0.0011791800177386,0.0041877343361792,-0.00017490123879917,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,True,188
189,180.89,240.48,0.0,125.7,1.0,0.0,1.0,48.942605282437,8.4105707666596,137.18539428711,0.03799,0.002436,-0.4579706732051,-1.7209178893893,3.3572801637614,3.7721747193643,0.059846598545077,0.077245410699645,-1.7455875260377,0.43194408760856,9.7520772778606,-1.7250488227995,0.057536391356146,9.765137581508,-0.0059000897420504,0.0056568368446019,-0.00035685842583159,-0.0059004104092769,0.0056663242627484,-0.0001261221485105,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,True,189
190,180.54,241.75,0.0,114.91,1.0,0.0,1.0,48.942603720055,8.4105756347394,137.18357849121,0.036794,0.002746,-0.4582956732051,-1.62919931951,3.1815734236895,3.5740427096097,0.054012215312798,0.068884946823047,-1.9126754464993,0.33386108631446,9.7098084695887,-1.8875541661446,-0.029078776165839,9.7204612994838,-0.0094992516679292,0.0027030818906868,-0.00066671532678429,-0.0095006726335413,0.0027263138903449,-0.000539310654513,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,True,190
191,180.91,243.17,0.0,108.18,1.0,0.0,1.0,48.942602387019,8.4105798344622,137.17887878418,0.036231,0.002467,-0.4588456732051,-1.5470953766238,3.0114892996844,3.3852072256257,0.054291278389248,0.063052948832047,-1.9364082482868,0.30271401749492,9.7872723925911,-1.9110422025702,-0.055018274249256,9.7967975121848,-0.0048524323830097,-0.0023877668803199,-0.0030492042029963,-0.0048605080802669,-0.0022753493637714,-0.0031203158919787,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,False,191
192,181.29,244.64,0.0,101.26,1.0,0.0,1.0,48.942601115759,8.4105837438056,137.17683410645,0.036358,0.002359,-0.4593776732051,-1.4646057467733,2.8375051860318,3.1927130676941,0.055637039213588,0.06186100978612,-1.9127937149684,0.29569904937596,9.7917161923385,-1.8885998585211,-0.060503269243038,9.8006963620788,0.00030107693984699,-0.0020683518580116,-0.0035639972489462,0.00029209249273697,-0.0019375408161813,-0.0036371716677965,0.1544668249172,0.01838477631085,4.0,9.0,5.0,5.0,6.0,False,192
193,181.68,246.16,0.0,94.15,1.0,0.0,1.0,48.942599796919,8.4105878196978,137.17370605469,0.036737,0.002098,-0.4600306732051,-1.3856245830716,2.6762462607498,3.0131857226275,0.054446273773219,0.054118440738825,-1.4236497904253,0.35079076770085,9.7336598792543,-1.4017156088127,-0.0050202591445536,9.7432052001425,0.0039311660809466,-0.0028492372412759,-0.0043261235085524,0.0039212053855457,-0.0026892049773298,-0.0044357638645744,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,193
194,182.08,247.72,0.0,86.83,1.0,0.0,1.0,48.94259864406,8.4105913648907,137.17184448242,0.036414,0.00168,-0.4603306732051,-1.329320834622,2.5733449899491,2.8960070796205,0.048363761879837,0.050217894705147,-1.0046360911821,0.39024584193293,9.7243166096306,-0.98618883890771,0.034583964209779,9.7340241043991,-0.0021005769897636,-0.0038284894423153,-0.0021347526760361,-0.0021050713626489,-0.0037478737488638,-0.0022697315440468,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,194
195,182.5,249.34,0.0,79.29,1.0,0.0,1.0,48.942597519683,8.4105948328262,137.16316223145,0.036215,0.000499,-0.4607356732051,-1.2921342336789,2.5046248151125,2.8179384909438,0.044473149659095,0.042602350362571,-0.65190363993167,0.31467610000511,9.8006021430273,-0.64102963751999,-0.041338617222399,9.8063898059075,-0.0013549023956626,-0.01089702044523,-0.0026319373546224,-0.0013580792796189,-0.010794309423896,-0.0030235576308604,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,195
196,182.92,251.02,0.0,71.54,1.0,0.0,1.0,48.942596316733,8.4105985864759,137.15324401855,0.035797,-0.000938,-0.4611046732051,-1.2664574945782,2.4539416351467,2.7611425488923,0.042842316705191,0.042440424683395,-0.4416472994929,0.34315644591562,9.8117554614253,-0.44363911864691,-0.010546542209771,9.8177403281123,-0.0037880309366012,-0.013060198593229,-0.0017479634254891,-0.0037880176677638,-0.012988636224538,-0.0022190456815987,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,196
197,183.36,252.76,0.0,63.55,1.0,0.0,1.0,48.942595222901,8.4106019451949,137.14976501465,0.035683,-0.00201,-0.4613476732051,-1.248499462738,2.4212801049207,2.7239143882089,0.040469683288319,0.043857477616286,-0.32288221751201,0.34261144729919,9.8348361231999,-0.33657315143856,-0.0094304146926285,9.840392525534,-0.0014542165650015,-0.011010542460037,-0.0011207313071458,-0.0014525622215683,-0.010963315523477,-0.0015156012899615,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,197
198,183.81,254.56,0.0,55.32,1.0,0.0,1.0,48.942594153627,8.4106052812998,137.14463806152,0.035616,-0.002604,-0.4614186732051,-1.2330941319631,2.392840034089,2.6915965167058,0.038890502788916,0.048407621833732,-0.3024975021046,0.32438831173734,9.8870168800066,-0.32470397981773,-0.028258522882931,9.8916093189924,-0.00030447343024512,-0.006398331333503,0.00053612441979429,-0.0003058312448207,-0.0064132883247621,0.00030723193713462,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,198
199,184.28,256.43,0.0,46.83,1.0,0.0,1.0,48.942592971521,8.4106088681479,137.14463806152,0.035742,-0.002694,-0.4612816732051,-1.2176277812068,2.3619056883645,2.657009959536,0.038908170011287,0.053550138697789,-0.29451483087758,0.3370337974952,9.8373057205677,-0.31974629827441,-0.014231641210991,9.8422850104965,0.0010167042047034,-0.0022427556221213,0.0017094455889768,0.001012334404555,-0.0023022982172477,0.0016309332799877,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,199
200,184.76,258.37,0.0,38.08,1.0,0.0,1.0,48.94259190843,8.4106121195358,137.13661193848,0.035945,-0.002767,-0.4611946732051,-1.2006370975765,2.3344435916912,2.6248530467048,0.036100099554556,0.055452297786821,-0.29231104030781,0.38220188375885,9.821992197238,-0.31872588232552,0.029380818278343,9.8285654065577,0.00086618517496975,-0.0013846451207938,0.0024733232725926,0.00085952097438544,-0.0014725647537289,0.0024242598626423,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,False,200
201,185.25,260.38,0.0,29.05,1.0,0.0,1.0,48.942590868592,8.4106153290887,137.13117980957,0.035959,-0.002617,-0.4611156732051,-1.1834002526448,2.3104817969894,2.5957203431578,0.031605818798765,0.053854622395644,-0.26179962339651,0.36502433662391,9.7836481506226,-0.28814320304522,0.013491882001169,9.789707859121,0.0010455068076339,0.0013596259124907,0.0020298158137778,0.0010398613813855,0.0012859461631803,0.0020800517504453,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,True,201
202,185.76,262.47,0.0,19.73,1.0,0.0,1.0,48.9425897498,8.4106188290972,137.12351989746,0.036164,-0.00256,-0.4610036732051,-1.1686835751414,2.2831127057389,2.5646582654305,0.030871513475787,0.046140983829103,-0.26669404982077,0.32463643999707,9.7077627225478,-0.29176657634244,-0.025603209712697,9.7124345419529,0.0020705630910584,0.00044317437773723,0.0023624268960958,0.0020644121717221,0.00035767741693254,0.0023821191336344,0.14807092894961,0.014866068747319,4.0,9.0,5.0,5.0,6.0,True,202
203,186.29,264.65,0.0,10.1,1.0,0.0,1.0,48.942588741272,8.4106219471932,137.12066650391,0.036332,-0.00301,-0.4608556732051,-1.1539223455753,2.2582003494743,2.5357765979198,0.029037010329669,0.039035626976931,-0.27871007697141,0.37402716183237,9.7895107005367,-0.30609496401623,0.019004184089379,9.7958184146645,0.0017011019212883,-0.003662105384296,0.0026627705190329,0.0016940445304523,-0.0037562595973156,0.0025326959103976,0.1424254190796,0.014142135623731,4.0,9.0,5.0,5.0,6.0,False,203
204,186.84,266.91,0.0,0.14,1.0,0.0,1.0,48.942587746307,8.4106250244352,137.11968994141,0.036483,-0.003584,-0.4607396732051,-1.1377118947812,2.2334176675823,2.5063666402493,0.025880957458429,0.040718185399165,-0.27073364149353,0.37881888021589,9.8353009150508,-0.30291823484505,0.020538746809688,9.8416335171806,0.0014265882221271,-0.00541641107388,0.0021346410614154,0.0014203175057187,-0.0054905004543967,0.0019403895182684,0.1424254190796,0.014142135623731,4.0,9.0,5.0,5.0,6.0,False,204
